ATOM CE1  CR1E    0.14500     "NE2  HE2 "
ATOM NE2  NH1    -0.15000     "HE2 "
ATOM HE2  H       0.20000     "    "
ATOM C    C       0.34800     "O    +N   +H   +CA "
ATOM O    O      -0.36000     "+N  "





